p.project_no,项目名称,项目类型,pe.work_model,所属组织,o.org_code
995675,深圳佳兆业中央广场二期03-06地块轨道交通连接通道项目部,0,NULL,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
995142,新华保险大厦施工总承包,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
84654,佳兆业中央广场二期5栋工程,0,NULL,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
824301,罗湖区翠竹街道木头龙小区更新单元项目,0,NULL,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1085748,白水坡农村基础设施补短板以及风貌提升项目（奖补项目）,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1085434,大鹏村农村基础设施补短板以及风貌提升项目(奖补项目),0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
997984,树根互联全国总部、三一集团华南总部项目主体技术服务工程,0,NULL,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1094742,东区街道长江路沿线综合整治提升,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1087385,广东省省级高水平疾控中心综合建设项目施工总承包,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1086343,太平镇陈渔村重点村建设项目,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1085435,田寮农村基础设施补短板以及风貌提升项目(奖补项目),0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1073061,麻章区人民政府业务用房改造,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1013505,云海臻府项目施工总承包工程,0,4,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1000155,益田雁山民国风情小镇建筑总承包工程,0,NULL,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
112300,海能达国际总部大厦项目,0,NULL,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
100837,佳熙雅园一期、二期工程,0,4,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
27424,呈祥花园二期1栋、2栋、3栋一标段,0,NULL,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
12625,智汇广场工程1,0,NULL,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1094757,太平镇东黄村重点村建设项目,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1063937,湖光镇旧县村典型村培育创建项目,0,4,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1014079,白云机场三期扩建工程周边临空经济产业园区基础设施建设三期工程,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
993867,清远佳兆业城市广场项目五期（学校地块）主体总承包工程,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
110295,贵港市覃塘区图书馆项目及贵港市覃塘区文化馆项目,0,NULL,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
108398,三一集团珠海产业园港机二期6#厂房施工总承包工程,0,4,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
106371,广州金融城起步区 AT090908 地块（复建）项目,0,4,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
55614,佛山万科金域滨江花园项目(二标段)施工总承包工程,0,4,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1045158,东区街道长江北路东侧岐江新城新建学校EPC总承包,0,4,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1018856,云港城项目9#地块公区装修工程,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1012628,广州市番禺区保利利丰北地块项目二标段,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1001125,兴达地块新建住宅小区工程,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
993502,广东美味鲜调味食品有限公司中山厂区扩产项目,0,4,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
98189,广州白云国际机场物流综合服务大楼工程施工总承包,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
97804,利通智汇晶谷项目 C2-22-05 地块工程,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
89398,贵港市覃塘区覃塘镇特色镇建设项目电子商贸街（一期）接待中心项目,0,NULL,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
75171,佳兆业中央广场二期4栋工程,0,NULL,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1082346,大鹏村农村基础设施补短板以及风貌提升项目,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1003307,粤海·云港城11#地块,0,5,中国建筑一局（集团）有限公司华南公司广东分公司,000101000043002599dd
1018110,北京市朝阳区崔各庄乡奶西村棚户区改造土地开发项目29-318地块R2二类居住用地项目（1#住宅楼等20项）,0,4,中建一局集团第三建筑有限公司张春山项目部,000101000043000399ah999a999b
1025201,房山区京西棚户区改造安置房项目FS16-0001-0048、0059地块建设工程（施工）（土建）,0,4,中建一局集团第三建筑有限公司张春山项目部,000101000043000399ah999a999b
1101895,北京市朝阳区太阳宫新区D区土地一级开发项目CY00-0215-0627地块二类城镇住宅用地项目,0,5,中建一局集团第三建筑有限公司张春山项目部,000101000043000399ah999a999b
1081156,孙河组团2902-73地块B4综合性商业金融服务业用地项目,0,5,中建一局集团第三建筑有限公司张春山项目部,000101000043000399ah999a999b
1059178,北京市朝阳区酒仙桥旧城区改建项目1019-0005、0006、007地块项目（06-1#住宅楼等24项）（06-1#住宅楼等24项）,0,5,中建一局集团第三建筑有限公司张春山项目部,000101000043000399ah999a999b
1024668,房山区京西棚户区改造安置房项目（0038-01#住宅楼等55项）(0038-01#住宅楼等29项）,0,4,中建一局集团第三建筑有限公司张春山项目部,000101000043000399ah999a999b
1078066,天恒摩墅项目售后及空置房维修工程项目,0,5,中建一局集团第三建筑有限公司张春山项目部,000101000043000399ah999a999b
1020580,房山区京西棚户区改造安置房项目FS16-0001-0018地块,0,5,中建一局集团第三建筑有限公司张春山项目部,000101000043000399ah999a999b
1047395,闵行区七宝镇闵行新城MC10105单元08-07地块项目,0,4,一公司基础设施事业部,00010100004300080185
996054,仙居县经济开发区循环化改造提升项目管廊一期工程（EPC 总承包）,0,NULL,一公司基础设施事业部,00010100004300080185
103034,115省道天河至祁家湾段改建工程,0,NULL,一公司基础设施事业部,00010100004300080185
992583,武汉中建一局基础设施发展有限公司,0,4,一公司基础设施事业部,00010100004300080185
1011720,府君庙和等驾坡村民安置项目施工三标段（一公区）建设工程,0,4,一公司基础设施事业部,00010100004300080185
45703,横天公路项目,0,NULL,一公司基础设施事业部,00010100004300080185
1010536,长丰县龙门寺中心水厂项目-1,0,5,一公司基础设施事业部,00010100004300080185
992280,西安地铁15号线工程施工总承包项目4标段项目二分部,0,5,一公司基础设施事业部,00010100004300080185
104984,西安地铁八号线工程施工总承包1标段项目五分部,0,4,一公司基础设施事业部,00010100004300080185
1024996,上海市闵行绿化和市容管理局东部资源化利用中心项目,0,4,一公司基础设施事业部,00010100004300080185
1006866,聊城市松桂大街徒骇河桥及附属工程EPC,1,2,一公司基础设施事业部,00010100004300080185
996139,西安浐灞生态区数字经济园区基础设施及配套一期项目市政工程总承包（EPC）二工区,0,NULL,一公司基础设施事业部,00010100004300080185
82964,西安市高新区科技八路（河池塞立交-高新路以东）快速通道工程,0,3,一公司基础设施事业部,00010100004300080185
1075139,曲靖云南交投宣威至会泽高速公路路面工程,0,11,一公司基础设施事业部,00010100004300080185
1013995,丝路创智谷金融中心（一标段）,0,5,一公司基础设施事业部,00010100004300080185
28143,西安市地下综合管廊建设ＰＰＰ项目Ⅰ标段安装工程,0,3,一公司基础设施事业部,00010100004300080185
1045174,G310荥巩界至焦桐高速段改建工程施工3标段,0,5,一公司基础设施事业部,00010100004300080185
112457,长丰县龙门寺中心水厂工程,0,2,一公司基础设施事业部,00010100004300080185
1050087,飞鸾城镇综合污水处理厂建设运营一体化,0,4,一局华江公司厦门分公司,00010100004300070023
813818,安溪盛世金元居住小区二期工程-劳务,NULL,NULL,一局华江公司厦门分公司,00010100004300070023
1003523,中建一局,0,NULL,一局华江公司厦门分公司,00010100004300070023
994533,松原市江南第三净水厂工程工程总承包,0,5,三公司基础设施业务中心,00010100004300030017
1080617,太师屯镇山洪沟道水毁修复工程（第二批）,0,5,三公司基础设施业务中心,00010100004300030017
1055512,两渡铁路专用线环保整改一期项目,0,4,三公司基础设施业务中心,00010100004300030017
1046251,国道G508赤峰至曹妃甸公路滦州绕城段改建工程总承包,0,4,三公司基础设施业务中心,00010100004300030017
1091608,吉林省长春市绿园区2025年城镇老旧小区改造建设项目工程总承包五标段,0,4,三公司基础设施业务中心,00010100004300030017
1082309,科尔沁左翼后旗2025年高标准农田建设项目,0,5,三公司基础设施业务中心,00010100004300030017
1049677,阿拉善盟内蒙古西部荒漠综合治理项目（二期）设计施工总承包（EPC）,0,2,三公司基础设施业务中心,00010100004300030017
1040600,房山区北部山区沟道水毁修复工程,0,5,三公司基础设施业务中心,00010100004300030017
97172,104国道（五环路-清源路）市政管线工程6标段,0,NULL,三公司基础设施业务中心,00010100004300030017
38740,长春市创建“公交都市”农村公路建设项目,0,4,三公司基础设施业务中心,00010100004300030017
1077249,镇赉县污水处理厂设施设备提升改造建设项目工程,0,5,三公司基础设施业务中心,00010100004300030017
1080613,北庄镇2025年乡村公路水毁修复工程（第一批）二标段,0,5,三公司基础设施业务中心,00010100004300030017
1102691,吉林省长春市绿园区2025年城镇老旧小区改造建设项目工程-五标段,0,5,三公司基础设施业务中心,00010100004300030017
1072126,北京智慧生物科技创新中心项目（一期）工程,0,5,三公司基础设施业务中心,00010100004300030017
1056271,山西两渡铁路专用线环保整改一期项目工程总承包,0,5,三公司基础设施业务中心,00010100004300030017
1006243,中以防沙治沙生态产业园区核心示范区项目,0,NULL,三公司基础设施业务中心,00010100004300030017
76316,菏泽市人民路北延路工程,0,NULL,三公司基础设施业务中心,00010100004300030017
1031564,广东廉江核电项目配套附属一期-倒班宿舍工程施工,0,5,三公司基础设施业务中心,00010100004300030017
1080616,冯家峪镇2025年乡村公路水毁修复工程（第一批）（二标段）,0,5,三公司基础设施业务中心,00010100004300030017
1043320,广东廉江核电项目倒班宿舍一期工程施工,0,4,三公司基础设施业务中心,00010100004300030017
997877,通州区云景东路精品街道公共空间提升项目,0,NULL,三公司基础设施业务中心,00010100004300030017
1091921,怀柔科学城东区云西支二路(云西二街-密新路）道路工程,0,5,三公司基础设施业务中心,00010100004300030017
1080600,太师屯镇2025年乡村公路水毁修复工程（第一批,0,5,三公司基础设施业务中心,00010100004300030017
1027248,河南林州弓上抽水蓄能电站上下库连接道路工程项目,0,4,三公司基础设施业务中心,00010100004300030017
44877,宿迁洋河新区市政工程,0,3,三公司基础设施业务中心,00010100004300030017
1078470,长春市职工健康管理服务中心装修及消防改造项目,0,5,三公司基础设施业务中心,00010100004300030017
1053093,浑善达克-科尔沁沙地南缘治理一期项目,0,5,三公司基础设施业务中心,00010100004300030017
1029361,密云区农村污水治理第二片区PPP项目场站专业分包工程,0,4,三公司基础设施业务中心,00010100004300030017
1027561,国道G508赤峰至曹妃甸公路滦州绕城段改建工程项目,0,4,三公司基础设施业务中心,00010100004300030017
1008988,通化医药高新区冷链物流配套设施建设项目（施工）,0,5,三公司基础设施业务中心,00010100004300030017
1067652,浑善达克-科尔沁沙地南缘治理一期2025-2026年度施工总承包项目（第二标段）,0,5,三公司基础设施业务中心,00010100004300030017
1067653,通州区老城东部区域环境整治提升项目,0,5,三公司基础设施业务中心,00010100004300030017
1041613,泰兴开发区自来水厂项目土建工程分包,0,5,三公司基础设施业务中心,00010100004300030017
993335,池西区饮水安全及引水工程EPC总承包项目,0,5,三公司基础设施业务中心,00010100004300030017
1072201,三峡蒙能东胜热电近区（色连）4×1000MW扩建项目工程采购施工总承包（标段二）进厂、运煤路桥工程,0,5,五公司基础设施事业部,0001010000430005999t
1024837,2023 年昭阳区12所中小学、幼儿园建设项目,0,2,五公司基础设施事业部,0001010000430005999t
1018737,云南昭阳经济技术开发区白沙片区、旧圃片区、箐门片区基础设施及标准厂房、卡新公路、三善堂至乐居公路建设项目工程总承包工程,0,2,五公司基础设施事业部,0001010000430005999t
9980,(1201050002)基础设施事业部-南水北调东干渠盾构,0,NULL,五公司基础设施事业部,0001010000430005999t
1023344,昭阳经济技术开发区高原绿色产业30万平方米标准化厂房建设项目,0,NULL,五公司基础设施事业部,0001010000430005999t
101002,云南省普通高中建设项目EPC总承包（标段一）（四）,1,2,五公司基础设施事业部,0001010000430005999t
100998,云南省普通高中建设项目EPC总承包（标段一）（一）,1,2,五公司基础设施事业部,0001010000430005999t
1024337,包头市城市水生态提升综合利用PPP项目-非经营性PPP项目,0,NULL,五公司基础设施事业部,0001010000430005999t
101001,云南省普通高中建设项目EPC总承包（标段一）（三）,1,2,五公司基础设施事业部,0001010000430005999t
101000,云南省普通高中建设项目EPC总承包（标段一）（二）,1,2,五公司基础设施事业部,0001010000430005999t
101004,云南省普通高中建设项目EPC总承包（标段一）（五）,1,2,五公司基础设施事业部,0001010000430005999t
56952,包头水务第一项目部,0,3,五公司基础设施事业部,0001010000430005999t
56965,包头水务第二项目部,0,3,五公司基础设施事业部,0001010000430005999t
1063647,三峡蒙能东胜热电近区(色连)4x1000MW 扩建项目“五通一平”工程,0,5,五公司基础设施事业部,0001010000430005999t
95415,昭通市昭阳区靖安易地扶贫搬迁安置区建设项目二标段随迁户安置区、公共服务及基础设施配套建设工程,0,2,五公司基础设施事业部,0001010000430005999t
1061428,宁夏世强新能源有限公司平罗红崖子绿电园区100MV光伏复合发电项目,0,4,五公司基础设施事业部,0001010000430005999t
1007415,昭通市第二人民医院靖安分院工程总承包,0,2,五公司基础设施事业部,0001010000430005999t
57030,包头水务第三项目部,0,NULL,五公司基础设施事业部,0001010000430005999t
1024335,芳白城际五工区项目经理部,0,NULL,五公司基础设施事业部,0001010000430005999t
56763,包头水务第四项目部,0,NULL,五公司基础设施事业部,0001010000430005999t
1072174,三峡蒙能东胜热电近区(色连)4x1000MW扩建项目永临结合综合办公楼,0,5,五公司基础设施事业部,0001010000430005999t
1026875,昭通市大关县土地整治（补充耕地）二批次项目（EPC）,0,2,五公司基础设施事业部,0001010000430005999t
91068,昭通市昭阳区靖安乡易地扶贫搬迁安置区建设项目,0,2,五公司基础设施事业部,0001010000430005999t
77518,包头水务第五项目部,0,NULL,五公司基础设施事业部,0001010000430005999t
92810,鲁甸县卯家湾易地扶贫搬迁安置区建设项目二标段,0,4,五公司基础设施事业部,0001010000430005999t
1063645,平邑至鄄城高速公路兖州至郓城段工程施工,0,4,五公司基础设施事业部,0001010000430005999t
84014,威海国际经贸交流中心配套市政工程PPP项目,0,3,五公司基础设施事业部,0001010000430005999t
75150,福州市城市轨道交通4号线一期工程第2标段八工区,0,NULL,五公司基础设施事业部,0001010000430005999t
101806,云南省普通高中建设项目EPC总承包（标段一）（六）,1,2,五公司基础设施事业部,0001010000430005999t
1081782,房山区拱辰街道办事处梅花庄村商业金融项目（13#会议中心）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1075424,朝阳区平房乡黄杉木店平房区城中村改造2107-01住宅、2107-02托幼地块施工总承包工程,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1071966,第三批央企在京老旧小区综合整治项目（标包二百零六）（海淀区紫竹院街道）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1044978,通州区2021年第三批老旧小区综合整治工程一标段（工程总承包、建筑师负责制）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
89032,单县2017年棚户区改造建设项目总承包,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1071011,通州区殡仪馆项目,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1060885,通州区2022年第二批老旧小区综合整治项目三标段（工程总承包、建筑师负责制）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1060509,通州区 2022 年第二批老旧小区综合整治项目三标段（工程总承包、建筑师负责制）,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1020536,2021年通州区老旧小区综合整治工程第一批（二标段）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1102689,中国儿童中心儿童探索自然体验馆项目,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1087491,唐山市丰润区医疗卫生能力提升项目一标段工程总承包,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1040552,中粮粮谷德州新建 90 万吨/年小麦加工项目二标段,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1030580,廊坊海中信绿色云计算基地项目施工总承包,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1016509,唐山市工人医院（一期项目）（2111-130200-89-01-759779）  设计采购施工(EPC)总承包,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1014959,房山区拱辰街道FS00-0111-0019地块R2二类居住用地（配建“保障性租赁住房”）项目(土建),0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
104906,北京市颐和金茂府项目,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1076764,小龙河连心桥工程,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1029619,中粮粮谷德州搬迁新建90万吨/年小麦加工项目施工总承包二标段,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
79115,刘智远城中村改造项目A-2地块项目,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
827920,海淀区四季青镇中坞重点村资金平衡用地北地块R2 二类居住用地项目（1 号住宅楼等 21 项）,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
818341,刘智远城中村改造项目A—2地块房地产开发项目-劳务,NULL,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1071680,2024年通州区老旧小区市政管线改造项目施工（第四标段）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1044676,北京市昌平区北七家镇东二旗村二期土地一级开发项目 CP01-1503-0003 等地块用地项目(03-1#住宅楼等 31 项),0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1029618,北京市公安局昌平分局业务配套用房（业务配套用房）,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
81795,齐鲁国际塑化城二期1#楼、2#楼住宅楼-5#住宅楼,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
45309,北京金茂府660项目,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
819448,开封汴京华庭项目总承包工程-劳务,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1098773,北京市朝阳区东坝乡单店区域平房区城中村改造项目1105-01地块二类城镇住宅用地项目(1至8#住宅楼、9#配套楼、10#配套楼、1#人防主要出入口、地下车库)施工总承包工程,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1069223,中机检测智能应急装备检测产业园项目总承包工程,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1031841,北京市朝阳区孙河乡前苇沟组团棚户区改造土地开发项目002、003地块 R2 二类居住用地建设项目（1#住宅楼等18项）,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1016597,唐山市工人医院（一期项目）（2111-130200-89-01-759779）设计采购施工(EPC)总承包,0,2,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1016139,房山区拱辰街道FS00-LX05-0045地块R2二类居住用地项目,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
65264,商丘建业壹号城邦施工总承包工程,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
83043,商丘爱琴海购物公园,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1082539,2025年通州区老旧小区市政管线改造项目施工（第四标段）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1068895,北京市昌平区北七家镇东二旗村土地一级开发项目CP01-1503-0009地块R2二类居住用地项目（施工三标段）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1027388,北京市房山区良乡大学城主园区FS00-0120-0023地块R2二类居住用地项目,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1009608,房山区拱辰街道FS00-0111-0018地块R2二类居住用地、FS00-0111-0016地块A33基础教育用地(配建“保障性租赁住房”)项目,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
825670,北京市丰台区南苑石榴庄0517-L02地块F1住宅混合公建用地项目-劳务,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
822187,房山区拱辰街道17-02-10地块F1住宅混合公建用地、17-02-09地块A33基础教育用地项目,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1031771,北京市昌平区北七家镇东二旗村二期土地一级开发项目CP01-1503-0003地块R2二类居住用地项目,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1026705,北京市房山区良乡大学城主园区 FS00-0120-0023 地块 R2 二类居住用地供地项目（1#住宅楼等 21 项）,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1014063,工业厂房及附属配套设施项目A1-1#楼、A1-2#楼、A1-3#楼、A1-4楼局部装修,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
103438,北京市丰台区南苑石榴庄0517-L02地块F1住宅混合公建用地项目,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1068896,北京市昌平区北七家镇东二旗村土地一级开发项目CP01-1503-0008地块B4综合性商业金融服务业用地项目（施工一标段）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1014956,房山区拱辰街道FS00-0111-0017地块R2二类居住用地（配建“保障性租赁住房”）项目(土建),0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
827434,神武城中村改造一期项目B-9项目,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
820997,绿洲家园（单县2017年棚户区改造文化路周边片区二期）1#-21#楼、22#楼（幼儿园）、地下车库-劳务,NULL,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1070395,京北云计算软件研发中心项目土建施工总承包工程,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1040907,北京昌平智地国贤府03地块,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1029218,北京市朝阳区孙河乡前苇沟组团棚户区改造土地开发项目002、003地块,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1076397,北京市朝阳区平房乡黄杉木店平房区城中村改造项目2107-01地块R2二类居住用地项目（1#住宅楼等 16 项）,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1039731,北京市昌平区北七家镇东二旗村二期土地一级开发项目CPO1-1503-0003地块R2类居住用地项目,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
822546,神武城中村改造一期项目B-6地块-劳务,NULL,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1076638,张家坟B区棚户区改造土地开发项目蟒牛河左岸污水管线工程,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1058908,通州区2023年第四批老旧小区综合整治项目一标段,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1010349,北京市房山区拱辰街道办事处 FS00-LX05-0046、0056 地块 R2 二类居住用地项目（56-24#住宅楼等 11 项）三标段,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
112118,神武城中村改造一期项目B-9地块施工总承包,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1046252,廊坊海中信绿色云计算基地项目,0,4,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
90371,开封汴京华庭项目,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1095953,北京朝阳东坝金茂项目,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1087448,良乡组团FS00-0110街区0001、0003、0004地块建设项目一期（展厅项目）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1068897,北京市昌平区北七家镇东二旗村土地一级开发项目CP01-1503-0002地块R2二类居住用地项目（施工二标段）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
95876,济南神武城中村改造一期项目 B-6 地块总承包工程,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
91962,房山区拱辰街道17-02-10地块F1住宅混合公建用地、17-02-09地块A33基础教育用地项目总承包工程,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1073018,唐山市第一中学新校园建设项目,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1014065,静安里12号房屋维修项目,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1010222,房山区拱辰街道 FS00-0111-0018 地块 R2 二类居住用地、FS00-0111-0016 地块 A33 基础教育用地（土建）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1002852,2020年通州区老旧小区综合整治工程（三标段）,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
993274,北京智地华发一标段项目,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
27517,北京鎏庄项目0517-661地块建设项目总承包工程,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1065091,华源四里6号楼隐患改造工程,0,5,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
992589,北京市房山区拱辰街道办事处FS00-LX05-0046、0056地块R2二类居住用地项目（56-2#住宅楼等20项）,0,NULL,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
992026,北京市丰台区南苑乡分钟寺村L24、26地块 R2二类居住用地项目,0,0,中建一局集团第三建筑有限公司北京分公司,000101000043000399a8
1060535,津武（挂）2019-055号地块房地产开发雍盛广场EPC工程总承包,0,5,中建一局集团第三建筑有限公司总部,000101000043000399ah
1073400,四季青镇西郊机场周边及沿线(西冉、田村、常青片区)城中村改造西冉田村安置房项目(土护降)二标段,0,5,中建一局集团第三建筑有限公司总部,000101000043000399ah
1071516,四季青镇西郊机场周边及沿线（西冉、田村、常青片区）城中村改造西冉田村安置房项目（HD00-1408-0033地块）（A-01#住宅楼等36项）,0,5,中建一局集团第三建筑有限公司总部,000101000043000399ah
1064112,四季青镇西郊机场周边及沿线(西冉、田村、常青片区)城中村改造西冉田村安置房项目 (土护降)一标段,0,11,中建一局集团第三建筑有限公司总部,000101000043000399ah
1062145,津武（挂）2019-055号地块房地产开发雍盛广场EPC工程总承包,0,5,中建一局集团第三建筑有限公司总部,000101000043000399ah
666,(2106060003)瓯北12#、14#地块农改房一期项目,0,NULL,一局六公司第四大项目部,0001010000430007999d0007
51762,湖北黄石市大冶大道项目部,0,5,一局六公司第四大项目部,0001010000430007999d0007
17370,门头沟区少年宫项目,0,NULL,申德亮大项目部,00010100004300110013
1210,(2111010159)万隆广场A区裙房钢结构工程,0,NULL,申德亮大项目部,00010100004300110013
1211,(2111010173)内蒙古鄂温克旗赛马场,0,NULL,申德亮大项目部,00010100004300110013
992910,华东电力设计院办公大楼改扩建工程桩基工程,0,5,中建一局集团第一建筑有限公司直属项目,00010100004300080008
18753,上海光明项目,0,NULL,中建一局集团第一建筑有限公司直属项目,00010100004300080008
10685,南湖庄园二期工程,0,NULL,中建一局集团第一建筑有限公司直属项目,00010100004300080008
10670,昌硕科技生活配套区C区,0,NULL,中建一局集团第一建筑有限公司直属项目,00010100004300080008
589,复旦软件园高新技术产业基地配套项目,0,4,中建一局集团第一建筑有限公司直属项目,00010100004300080008
