p.project_no,项目名称,项目类型,pe.work_model,所属组织,o.org_code
1090127,雄忻高铁雄安新区地上部分相关配套工程四标段,0,4,中建一局集团装饰工程有限公司,0001010000430010
1090123,8.6代有源矩阵有机发光显示器件生产线项目厂房及厂务设施项目装饰工程,0,4,中建一局集团装饰工程有限公司,0001010000430010
1086936,第三批央企在京老旧小区综合整治项目（标包三百六十三） （朝阳区亚运村街道）工程总承包（EPC）,0,5,中建一局集团装饰工程有限公司,0001010000430010
1077638,第二批央企在京老旧小区综合整治项目(标包一百三十四)(丰台区东高地街道)(工程总承包),0,2,中建一局集团装饰工程有限公司,0001010000430010
1055556,长春汽车检测中心有限责任公司农安试验场升级改造项目,0,5,中建一局集团装饰工程有限公司,0001010000430010
1049835,台泥杭州环保科技总部工程办公区精装修专业分包工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1048504,融园济南唐冶东路项目精装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1025069,中联智慧产业城办公与研发中心、大数据与会议中心精装修采购分包工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1023297,中央储备粮大庆直属库有限公司粮食仓储物流项目（一标段）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1020787,中建智地京西公司韩建河山大厦十二层办公室精装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1009262,中央储备粮大庆直属库有限公司粮食仓储物流项目一标段,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1001062,国旅长安大厦B1食堂装修改造施工项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
998089,汉川市支行营运用房装修改造项目工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
998087,温州市仰双片区黄龙单元垟田村B-02、B-05地块项目公区精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
996396,玉林职业技术学院项目（一期）精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
996375,台州市域铁路S1线一期工程车站装修及设备安装专业分包工程（4工区）项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
993744,惠科6英寸晶圆半导体功率器件及第三代半导体项目TDS厂房施工总承包,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
993170,伊春市应急物资储备库建设项目EPC总承包,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
992811,华夏人寿保险股份有限公司济宁中心支公司职场装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
108207,太原远大购物广场风玺湾（二期）南上庄城中村改造项目装饰装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
106682,青岛蓝色生物产业园配套商住项目2#地块及4#地块正式物业用房装修工程施工,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
93032,温州荣悦项目公共区域精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
94580,华北所科技大厦食堂改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
80672,碧桂园·悦华府1#、2#、3#、5#、6#楼及地下室精修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
80671,荆州碧桂园一期 12#、17#、18#楼及地下室装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
67728,南京德基丽思酒店40层水疗中心装饰工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
35326,北京市仁和医院改造工程项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
39749,无锡万达城B2-2地块公共区域装饰工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
61556,外协人员业务用房装饰工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
30868,南昌万达城住宅L1区室内公共区域装饰工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
44806,太和县公共文化服务建设项目（六馆两中心）1#、2#楼内装工程施工总承包,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
44497,北京鲜活农产品流通中心冷库与制冰间工程—机电项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
45583,中国航天科技集团公司卫星城（固安）科技大道标准房装修改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
27076,海南博鳌-金海湾项目1#2#5#6#住宅楼安装、精装修工程,0,4,中建一局集团装饰工程有限公司,0001010000430010
27204,博鳌.银丰国际医院项目工程（一期）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
824868,荆州碧桂园新城楚天府项目一期二标段精装修总包工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
14143,中国船级社质量认证公司业务楼装修改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
823047,中国农业银行公主坟办公楼综合维修改造工程-劳务,NULL,NULL,中建一局集团装饰工程有限公司,0001010000430010
18368,海航地产营销体验中心（北京）工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
9217,丽苑公寓改造3~6层室内精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
11177,合肥健康管理中心装修施工项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
9172,唐山健康管理中心装修施工项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
8234,北京和成畅（璟）园项目14#、16#楼精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
7246,南京句容碧桂园项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
819027,中国银行股份有限公司安徽省分行培训中心（二标段）,NULL,NULL,中建一局集团装饰工程有限公司,0001010000430010
3746,钻石山五期公寓35#楼精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
3971,(2510640008)中国穆斯林国际商贸城东配楼挡烟垂壁，西楼地弹门拆除及安装，财富大门改造装饰装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
2277,天津生态城世茂新城05-10-03-01地块住宅项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1094942,第三批央企在京老旧小区综合整治项目（标包三百四十八）（海淀区中关村街道、海淀街道、学院路街道）工程总承包（EPC）,0,5,中建一局集团装饰工程有限公司,0001010000430010
1056388,西乌珠穆沁旗盘活颐和湾小区长期闲置高层商业楼项目二期室内精装修设计施工总承包项目,0,5,中建一局集团装饰工程有限公司,0001010000430010
1041742,西安奕斯伟集成电路产业基地项目装饰工程（D1楼）,0,11,中建一局集团装饰工程有限公司,0001010000430010
1041703,河南民权保税物流中心冷库及相关配套建设项目,0,5,中建一局集团装饰工程有限公司,0001010000430010
1025285,西宁市城东区毛纺小区（北院）老旧小区配套基础设施建设项目标段一,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1022105,安徽中医药大学第一附属医院中医药传承创新项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1017584,湟源县总段等19个老旧小区区内配套基础设施建设项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
1015401,中央储备粮北安直属库有限公司建仓项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
1013415,首都机场P2及GTC停车楼C区改造项目施工总承包,0,11,中建一局集团装饰工程有限公司,0001010000430010
1005696,黑龙江省齐齐哈尔市泰来经济开发区基础设施及配套建设工程项目（一期）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1001004,华山喜来登酒店2#楼宴会厅、1#楼公区室内装饰工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
998799,厦门天马显示科技有限公司第6代柔性AMOLED生产线项目精装修一标段（厂区）,0,11,中建一局集团装饰工程有限公司,0001010000430010
994413,厦门天马显示科技有限公司第6代柔性AMOLED生产线项目金属外墙板一标（主厂房）工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
991543,北京市天坛公园回音壁美映照相馆装修改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
991480,西安市幸福林带建设工程PPP项目精装修一标段,0,3,中建一局集团装饰工程有限公司,0001010000430010
111360,南岗区2020年老旧小区改造施工项目（二期）第二标段,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
110462,北京经济技术开发区科创十街18号院3号楼装修工程 北京经济技术开发区科创十街18号院3号楼装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
108451,北京市朝阳区松榆里幼儿园幼儿阅览室，教师阅览备课室改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
107862,北京市怀柔区陈各庄村HR00-0010-6047、6054、6045地块项目售楼处装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
92600,上海市宝山区淞南镇N12-0102单元03-01地块项目精装修工程（一期3、4#楼）独立承包工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
92675,沙河项目声光精装工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
92218,大华1935项目一期内部改造提升项目商业公区装修工程二标段施工,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
80926,1#检测楼,0,11,中建一局集团装饰工程有限公司,0001010000430010
52051,长兴科技二期厂房工程幕墙工程,0,4,中建一局集团装饰工程有限公司,0001010000430010
57025,金水建业凯旋广场二期集中商业（一标段）公共区域装修工程,0,4,中建一局集团装饰工程有限公司,0001010000430010
55437,成都京东方光电科技有限公司AMOLED工艺技术测试中心项目,0,2,中建一局集团装饰工程有限公司,0001010000430010
63909,昆明地铁线网控制中心室内装修工程（一标段）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
45307,UPII期装修改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
28841,青岛路乐健康科技研发中心项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
26462,广西投资集团金融控股有限公司中国卫星通信大厦办公职场装修施工工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
25349,成都京东方光电科技有限公司第6代LTPS/AMOLED生产线项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
25129,湛江万达广场项目 4-1#LOFT 公共区域及 SOHO 室内装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
27564,津西陈塘（挂）2013-030（美塘佳苑）号地块商品房2-4#、8#、9#楼精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
12405,（机电）京东方科技集团股份有限公司（运营与研发中心项目）精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
20336,爱康集团武汉总部室内装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
15327,北京兴创投资有限公司办公大楼和配套设施装修改造工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
10609,奥体南区开元国际广场5号地项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
14777,A座写字楼等9项工程D座精装修专业承包工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
10321,大连理工大学营口研究院,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
9414,联发博动科技（北京）有限公司办公楼实验室改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
7219,中建一局大厦改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
4350,苏宁E08塔楼8-2公共区域装饰工程项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
6149,江西省省级党政机关搬迁置换项目内装饰工程第三标段,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
818135,显示驱动芯片COF卷带生产项目-劳务,NULL,NULL,中建一局集团装饰工程有限公司,0001010000430010
1248,泰安市中心医院门诊楼扩建工程室内装饰装修工程（一标段）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
3132,昆明市轨道交通3号线一期工程车站公共区装修项目(东段)三标段,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
3134,上饶万达广场大商业室内步行街内装工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1951,大连华信（国际）软件园商业配套项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
815925,武邑县河钢路东延及窦后大街南延工程EPC总承包工程-劳务,NULL,NULL,中建一局集团装饰工程有限公司,0001010000430010
1086000,第三批央企在京老旧小区综合整治项目（标包一百六十二）（丰台区南苑街道、西罗园街道、方庄街道）工程总承包（EPC）,0,5,中建一局集团装饰工程有限公司,0001010000430010
1076762,第三批央企在京老旧小区综合整治项目（标包二百九十三）（丰台区云岗街道）工程总承包（EPC）,0,5,中建一局集团装饰工程有限公司,0001010000430010
1075965,第三批央企在京老旧小区综合整治项目（标包二百九十三）（丰台区云岗街道）工程总承包（EPC）,0,4,中建一局集团装饰工程有限公司,0001010000430010
1075804,第三批央企在京老旧小区综合整治项目（标包一百四十七）（丰台区东高地街道）工程总承包（EPC）,0,5,中建一局集团装饰工程有限公司,0001010000430010
1074444,荷园西街 12号院1号楼、2号楼装修工程(二标段)(二次),0,4,中建一局集团装饰工程有限公司,0001010000430010
1073224,深圳市城市轨道交通 13 号线二期（北延）工程七工区室外装饰装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1068412,西便门东里 3、4、5、6、7、8、14 号楼综合整治项,0,4,中建一局集团装饰工程有限公司,0001010000430010
1067963,第三批央企在京老旧小区综合整治项目(标包八十一)(西城 区新街口街道)工程总承包(EPC),0,5,中建一局集团装饰工程有限公司,0001010000430010
1054166,朝阳区朝运街 38 号院 9 号楼 1 至 10 层、11 幢-2 至-1 层内装修工程,0,4,中建一局集团装饰工程有限公司,0001010000430010
1046358,融通地产（广西）有限责任公司融寓·长沙阿弥岭店装修改造工程施工总承包,0,4,中建一局集团装饰工程有限公司,0001010000430010
1031917,广西百矿冶金技术研究有限公司2023年研究院办公楼精装修项目,0,4,中建一局集团装饰工程有限公司,0001010000430010
1024875,耀能新能源（赣州）年产12GWh锂离子动力电池项目办公楼装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1023928,11050121工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1022910,西安奕斯伟集成电路产业基地项目装饰工程（科技园公司）,0,11,中建一局集团装饰工程有限公司,0001010000430010
1015070,房山区拱辰街道办事处FS00-LX05-0045地块R2二类居住用地项目示范区样板间精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1013565,元上都遗址游客中心建设项目（室内装修、室外工程）,0,5,中建一局集团装饰工程有限公司,0001010000430010
1013446,2021年香坊区三沟慢行绿道建设项目—马家沟（朝阳新路至任家桥下游100米区间段）维修改造工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1009460,中乐大厦四层办公区装饰改造工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1000106,孝感现业车站支行网点装修改造项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
999987,淄博科勒二期 B 扩建项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
994183,青岛西海岸新区道路工程9个项目等工程总承包胶河路二期等道路连接及绿带工程机电工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
992459,陕西省旧楼加装电梯工程施工项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
111154,泰安市第二污水处理厂配套湿地工程施工第一标段,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
110851,石家庄万科新都会项目2.1标段精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
111426,北京市仁和医院发热门诊改造项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
107228,真功夫集团冷链物流项目总承包工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
103657,京东方重庆第6代AMOLED（柔性）生产线项目（B标段）装饰工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
99594,驻瑞士使馆12号院院落整治工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
95139,普洛斯三山物流园之宝马扩租改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
99397,北京通州IDC数据研发中心8#楼1层9层精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
93003,天津梅江会展中心二期首层以上装饰装修工程装饰装修二标段施工,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
96362,孝感孝昌碧桂园一期一标段货量区装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
82172,驻瑞士使馆12号院围墙改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
65371,北京一渡项目食堂精装修改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
67813,彝海结盟大酒店装饰装修工程,0,2,中建一局集团装饰工程有限公司,0001010000430010
61559,浙江民政康复中心（浙江康复医院）异地扩建工程装修装饰工程1标段,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
57229,星工坊飞尔姆乐园工程二标段,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
30681,哈尔滨松北富力城首开区A18楼室内及12A15A16A17楼公区装饰装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
28419,孔雀城住宅集团二分公司下庄头示范区临时接待中心精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
30478,天津金融城38号地 （天津农商银行营业楼项目变更）,0,4,中建一局集团装饰工程有限公司,0001010000430010
28533,朝阳区崔各庄乡大望京村2号地626地块1号楼精装修工程五标段,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
825586,武邑县河钢路及窦后街绿化工程-劳务,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
25409,合肥京东方显示技术有限公司第10.5代薄膜晶体管液晶显示器件项目配套区,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
26847,太原迎泽桥西项目SOHO 办公部分10#楼样板层精装修分包工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
18533,苏州红星国际生活广场一期C区二标段3、4、5、6、7、13、16、17#公共区域精装修分包工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
13421,中建一局大厦停车场（机电）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
823729,武邑县河钢路中段提升项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
15019,长沙健康管理中心装修施工项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
12595,中新天津生态城国家动漫产业综合示范园05-01-01-24（动漫园社区中心）A座4、6层局部办公室内装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
12709,合肥鑫晟光电科技有限公司电子器件厂房综合配套区一期工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
15355,长城精品奥莱-临水临电工程（机电）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
11467,南京南站北广场G83地块样板房装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
13417,鄂尔多斯源盛光电,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
9260,大连湾街道李家二期A4地块改造项目总承包工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
9255,银川永泰城1#地块一期住宅公共区域精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
6519,中日友好医院中央保健医疗康复中心工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
819856,太和县第二人民医院门诊综合楼建设项目-劳务,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
5336,鄂尔多斯市源盛光电有限责任公司第5.5代AM-0LED有机发光显示器件项目二期工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
5355,盘锦行政服务中心工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
8429,哈尔滨永泰城室内步行街精装修（一标段）工程项目,0,4,中建一局集团装饰工程有限公司,0001010000430010
2958,(2510110165)密云隆华熙园住宅楼精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
4102,岳阳爱康医院血透科改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
262,当代东君府MOMΛ项目样板间精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
5204,天津世茂新城项目04、05地块一期、二期公共区域、公建配套精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1086011,第二批央企在京老旧小区综合整治项目（标包十三）（西城区展览路街道、新街口街道、德胜街道、广外街道）工程总承包（EPC）,0,5,中建一局集团装饰工程有限公司,0001010000430010
1085786,第三批央企在京老旧小区综合整治项目（标包一百四十三）  （西城区什刹海街道）工程总承包（EPC）,0,4,中建一局集团装饰工程有限公司,0001010000430010
1084715,怀来标准化厂房改造工程（一期）,0,5,中建一局集团装饰工程有限公司,0001010000430010
1084335,第二批央企在京老旧小区综合整治项目（标包三百三十六）（海淀区八里庄街道、万寿路街道、羊坊店街道）工程总承包（EPC）,0,5,中建一局集团装饰工程有限公司,0001010000430010
1083930,京东方高端显示材料研究院项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
1077097,云智能总部大厦项目公共区域精装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1075821,8.6代有源矩阵有机发光显示器件生产线项目厂房及厂务设施项目外墙工程A,0,11,中建一局集团装饰工程有限公司,0001010000430010
1072717,粤港澳大湾区深圳都市圈城际铁路深圳至惠州城际前海保税区至坪地段工程2标一工区建筑装饰工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1068478,丰盛东A片区城市保护更新恢复性修建项目,0,4,中建一局集团装饰工程有限公司,0001010000430010
1068222,第三批央企在京老旧小区综合整治项目（标包八十五）（朝阳区双井街道）工程总承包（EPC）,0,4,中建一局集团装饰工程有限公司,0001010000430010
1068085,粤港澳大湾区深圳都市圈城际铁路深圳至惠州城际前海保税区至坪地段工程2标二工区建筑装饰工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1055463,中建一局北院公寓改造EPC装修总承包工程,0,2,中建一局集团装饰工程有限公司,0001010000430010
1053669,合肥市儿童医院新区项目装饰装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1044884,重庆欣晖硅及碳化硅部件项目装饰工程A标段,0,11,中建一局集团装饰工程有限公司,0001010000430010
1043198,北京研发中心装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1040574,南方医科大学南方医院赣州医院（蓉江院 区）（一期）幕墙、钢结构、室内装修及室外配套等工程,0,4,中建一局集团装饰工程有限公司,0001010000430010
1031106,北京市西城区西绒线胡同13号楼改造项目,0,5,中建一局集团装饰工程有限公司,0001010000430010
1026424,黑龙江省伊春市伊美区美溪镇供热改造项目EPC工程总承包,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1024979,财政部南配楼及礼堂维修改造项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1008431,金地商置赛特改造项目施工总承包工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1003065,景北大道商居开发（望津府）项目设计采购施工总承包工程园林园建工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
999269,孝感现业陡岗支行网点装修改造项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
998081,石家庄万科西古城示范区室内外精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
112772,某营区营房整治工程项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
111801,太原远大置业有限公司新办公区装饰装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
105125,北京市朝阳区望京东园四区2号中航资本大厦16层内装修工程,0,4,中建一局集团装饰工程有限公司,0001010000430010
97150,系统四部地砖维修及卫生间重做工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
89978,鸿基·紫御观邸住宅楼样板间项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
94606,中国人寿大厦建设项目室内装饰装修工程施工Ⅰ标段,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
83196,银龙花园四期人才公寓项目室内装修工程EPC工程总承包,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
51847,上和院项目 6#3-A 和 6#3-B 户型样板间装修及相应区域负一至三层公共部位室内装饰工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
65145,唐山市中心医院项目（凤凰新城唐山工人医院一期剩余工程）门诊楼一层局部装饰专业分包工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
83893,中建钢构有限公司B座9层装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
59475,中国银行股份有限公司安徽省分行培训中心内装饰工程（二标段）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
56915,阳光城·翡丽湾二期5号地商业公共区域精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
65076,绵阳京东方第6代AMOLED（柔性）生产线项目综合办公楼改造包,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
67865,OLED微显示器件生产线临建工程项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
55433,第6代有源矩阵有机发光显示器件（AMOLED）模组生产线项目室内精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
45308,UPII期装修改造项目结构加固工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
34302,山西太原中泰广场工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
46019,第6代有源矩阵有机发光显示器件（AMOLED）面板生产线项目幕墙工程,0,4,中建一局集团装饰工程有限公司,0001010000430010
827136,招商银行股份有限公司北京分行3.0营业网点新建改造系列项目-劳务,NULL,NULL,中建一局集团装饰工程有限公司,0001010000430010
27613,一般征收小微系列精装工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
30960,昆明爱维艾夫医院新院7号楼6-8层及公共部分装修改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
26431,湖畔广场店面装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
16205,西宁海湖万达广场项目10号楼1、2单元室内装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
15360,中建一局大厦外墙改造工程（幕墙）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
10608,天鸿·美和院四期A3、A4#楼精装修工程（一标段）,0,11,中建一局集团装饰工程有限公司,0001010000430010
17398,廊坊银行系列项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
14967,苏州西门子电器有限公司四期内装工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
13617,中国人民银行征信中心建设项目（一期）精装修分包工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
15328,中国农业银行股份有限公司北京市分行朝阳甘露园支行室内装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
14418,黑龙江省君辉杜仲开发有限公司精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
13727,"合肥鑫晟电子器件厂房建设工程A,C,D包",0,NULL,中建一局集团装饰工程有限公司,0001010000430010
10404,大连华信（国际）软件园居住、商业配套项目,0,4,中建一局集团装饰工程有限公司,0001010000430010
10238,西门子西安办公室装修改造工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
8763,贝肯山一期B标段（1#、13#、14#楼）精装修工程分包合同,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
8402,鄂尔多斯源盛光电生活区,0,11,中建一局集团装饰工程有限公司,0001010000430010
7261,ABB(中国)有限公司郑州办公室装修改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
7868,金城银行办公楼装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
9694,湖畔广场公共区域精装修直接分包工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1420,(2510210005)盘锦步行街水游城精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
815552,高邑县千秋路容貌提升EPC总承包-劳务,NULL,NULL,中建一局集团装饰工程有限公司,0001010000430010
1094808,第四批央企在京老旧小区综合整治项目(标包三百八十二)(卧龙小区208号楼)工程总承包（EPC）,0,5,中建一局集团装饰工程有限公司,0001010000430010
1075131,中远幸福（北京）⼤厦有限公司出租办公空间装修项⽬项目部,0,4,中建一局集团装饰工程有限公司,0001010000430010
1051025,滨湖紫园大厦室内装饰及智能化工程项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
1022487,高性能自动化离心机生产项目1#综合楼装饰装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1019147,中国移动（哈尔滨）数据中心三期一阶段土建工程及室外工程,0,5,中建一局集团装饰工程有限公司,0001010000430010
1018012,奕斯伟总部1、2号楼精装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1016296,途虎养车中原区智能生产中心项目一期,0,2,中建一局集团装饰工程有限公司,0001010000430010
1015641,深圳市城市轨道交通13号线四工区建筑装饰工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
