No,Filename,Width,Height,AspectRatio,PixelAspectRatio,SourceDisplayRatio,RatioSource,Format,HasTransparentPixels,UsageCount,DisplayRatioVariants,AssetKind,SvgRenderable,PptxNativeSupported,SizeKB,Category
1,02_reference_body.png,1280,608,2.11,2.11,,native,PNG,False,1,,bitmap,True,True,850.1,Ultra-wide
2,03_reference_body.png,1280,608,2.11,2.11,,native,PNG,False,1,,bitmap,True,True,846.3,Ultra-wide
3,04_reference_body.png,1280,608,2.11,2.11,,native,PNG,False,1,,bitmap,True,True,963.3,Ultra-wide
4,05_reference_body.png,1280,608,2.11,2.11,,native,PNG,False,1,,bitmap,True,True,874.0,Ultra-wide
5,06_reference_body.png,1280,608,2.11,2.11,,native,PNG,False,1,,bitmap,True,True,830.4,Ultra-wide
6,07_reference_body.png,1280,608,2.11,2.11,,native,PNG,False,1,,bitmap,True,True,771.8,Ultra-wide
7,08_reference_body.png,1280,608,2.11,2.11,,native,PNG,False,1,,bitmap,True,True,845.7,Ultra-wide
8,09_reference_body.png,1280,608,2.11,2.11,,native,PNG,False,1,,bitmap,True,True,906.1,Ultra-wide
9,10_reference_body.png,1280,608,2.11,2.11,,native,PNG,False,1,,bitmap,True,True,831.5,Ultra-wide
